book,page,img,panel_area,panel_width,panel_length,balloon_to_panel_ratio,detected_chars,character_model_confidence,balloon_model_confidence,detected_balloon_numbers,associated_balloon_numbers,associated_characters,text
T_19,34,ROI_525.png,287370,465,618,0.192,"['haddock', 'tintin']","[0.971, 0.907]","[0.962, 0.918]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['bandits pirates! gangsters. ', 'If only I had a gun ']"
T_19,34,ROI_526.png,255438,414,617,0.106,"['haddock', 'tintin']","[0.955, 0.876]",[0.897],1,['1'],{0: 'tintin'},['a gun! give me a gun! ']
T_19,34,ROI_527.png,254821,413,617,0.087,[],['NONE'],[0.905],1,[],{0: 'NaN'},['h. h. here! ']
T_19,34,ROI_528.png,624960,1008,620,0.045,[],['NONE'],[0.942],1,[],{0: 'NaN'},"[""It's him or us this time. ""]"
T_19,34,ROI_529.png,737280,576,1280,0.0,['tintin'],[0.891],[],0,[],{},[]
T_19,34,ROI_530.png,268590,210,1279,0.0,['tintin'],[0.777],[],0,[],{},[]
T_19,34,ROI_531.png,594735,465,1279,0.034,['haddock'],[0.838],[0.931],1,['1'],{0: 'haddock'},"[""Hooray! you've hitchim! ""]"
T_19,34,ROI_532.png,393962,562,701,0.1,"['haddock', 'tintin']","[0.917, 0.721]",[0.811],1,['1'],{0: 'tintin'},"[""And the other plane's sheered off. We're saved! ""]"
T_19,34,ROI_533.png,315282,561,562,0.215,[],['NONE'],[0.889],1,[],{0: 'NaN'},"[""captain. captain. what hag ppened 2 quick : wake up we're going to be roasted ""]"
T_19,35,ROI_535.png,346580,559,620,0.37,"['haddock', 'tintin']","[0.953, 0.913]","[0.869, 0.858]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['but who?. our own The crew have taken the boat and mar off. ', ""don't know what happen - ed. from behind. ""]"
T_19,35,ROI_536.png,300966,487,618,0.134,"['tintin', 'haddock']","[0.908, 0.752]",[0.946],1,['1'],{0: 'tintin'},"[""quick, get down that's what knocked you out! ""]"
T_19,35,ROI_537.png,489010,790,619,0.156,[],['NONE'],[0.911],1,[],{0: 'NaN'},"[""so sorry. But there's no time to waste. We be grilled alive. ""]"
T_19,35,ROI_538.png,438876,657,668,0.262,"['haddock', 'tintin']","[0.914, 0.789]","[0.945, 0.828]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['What about trying with your knife. ', ""Billions of blue blistering barnacles We've saved two cases of provisions, and no tin-opener ; it's enough to drive you crazy ""]"
T_19,35,ROI_539.png,367160,548,670,0.28,"['haddock', 'tintin']","[0.97, 0.898]","[0.868, 0.864]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['him. Let him take care of himself.... er.ols. he far 2. ', ""Oh! There's the pilot from the plane we shot down! ""]"
T_19,35,ROI_540.png,107100,630,170,0.376,['tintin'],[0.915],[0.633],1,['1'],{0: 'tintin'},"['no, quite near. Here, help me rescue him. ']"
T_19,35,ROI_541.png,304920,630,484,0.0,[],['NONE'],[],0,[],{},[]
T_19,35,ROI_542.png,295882,478,619,0.0,"['haddock', 'tintin']","[0.88, 0.827]",[],0,[],{},[]
T_19,35,ROI_543.png,399168,648,616,0.248,"['haddock', 'tintin', 'snowy']","[0.967, 0.829, 0.77]","[0.841, 0.753]",2,"['1', '2']","{0: 'snowy', 1: 'haddock'}","['skut. ', ""You've done a good job, eh? trigger-happy thing! who are you, anyway? whiat's your name? ""]"
T_19,35,ROI_544.png,437014,706,619,0.357,"['haddock', 'tintin']","[0.938, 0.906]","[0.952, 0.947, 0.755]",3,"['1', '3']","{0: 'haddock', 1: 'NaN', 2: 'haddock'}","['look out! Mind your knife! ', 'but. but many. Piotr Skut..... Me esthmian. ', ""What do you mean, scoot? I'll teach you manners, you blithering bombardier. I'll soon deflate you! ectoplasm! ""]"
T_19,35,ROI_545.png,622808,1016,613,0.121,['haddock'],[0.919],[0.935],1,['1'],{0: 'haddock'},"[""err. Oh! Skut. So your name's skut, 1 ""]"
T_19,35,ROI_546.png,257850,450,573,0.206,[],['NONE'],[0.95],1,[],{0: 'NaN'},['hello hello! this is rskos. this is R3KO iling kgum. over. ']
T_19,35,ROI_547.png,230400,400,576,0.262,[],['NONE'],[0.927],1,[],{0: 'NaN'},['hello! Hellot this is KGVM. - This is kgum. come in R3KO come in. over. ']
T_19,36,ROI_549.png,376915,605,623,0.192,[],['NONE'],"[0.928, 0.884]",2,[],"{0: 'NaN', 1: 'NaN'}","['may, il have the pleasure of this samba, ', 'But of course marquis. ']"
T_19,36,ROI_550.png,389998,626,623,0.137,[],['NONE'],[0.726],1,[],{0: 'NaN'},['What an ideal yacht for a cruise! ']
T_19,36,ROI_551.png,380673,613,621,0.254,[],['NONE'],[0.941],1,[],{0: 'NaN'},"['The "" Scheherazade. is certainly a wonderful ship. and good idea to have a fancy-dress ball on board. Ma-a-arvellous! ']"
T_19,36,ROI_552.png,439580,709,620,0.193,[],['NONE'],"[0.911, 0.73]",2,[],"{0: 'NaN', 1: 'NaN'}","[""very well. I'm coming. "", ""Excuse me, my lord, there is a call you It's urgent. ""]"
T_19,36,ROI_553.png,295317,471,627,0.342,['haddock'],[0.726],"[0.938, 0.938]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['zeboisi. you see, dear 2. Business, always ness. I am indeed a slave.... Will you forgive ment ', ""Don't give it a thought. ""]"
T_19,36,ROI_554.png,413442,669,618,0.202,[],['NONE'],[0.806],1,[],{0: 'NaN'},"['What an entrancing host he is. This cruise aboard the "" Scheherazade "" is really too enchanting ']"
T_19,36,ROI_555.png,291610,605,482,0.331,[],['NONE'],[0.797],1,[],{0: 'NaN'},"[""Yes, he's a true gentleman. Naturally, malicious tongues spread rumours that he has a shady past. ""]"
T_19,36,ROI_556.png,292320,609,480,0.335,[],['NONE'],[0.811],1,[],{0: 'NaN'},"[""it's only to be expected that such luxury arouses envy. One must admit ""]"
T_19,36,ROI_557.png,302696,628,482,0.191,[],['NONE'],[0.794],1,[],{0: 'NaN'},['hello Hello! K6.VM calling R3KO Transmit in code over. ']
T_19,36,ROI_559.png,388010,805,482,0.0,[],['NONE'],[],0,[],{},[]
T_19,36,ROI_560.png,243302,509,478,0.252,[],['NONE'],[0.892],1,[],{0: 'NaN'},"[""good. and we'll decode this. Parasites land 2-I know who they. arel ""]"
T_19,36,ROI_561.png,249471,523,477,0.329,[],['NONE'],[0.862],1,[],{0: 'NaN'},"[""there. has done well. We're rid of those two meddlers. ""]"
T_19,36,ROI_562.png,518328,1878,276,0.0,[],['NONE'],[],0,[],{},[]
T_19,37,ROI_564.png,413442,669,618,0.262,"['haddock', 'tintin', 'snowy']","[0.936, 0.875, 0.858]","[0.917, 0.644]",2,['1'],"{0: 'tintin', 1: 'NaN'}","[""try. some, captain. It's not as bad a's all that. "", 'me? out of your mind? ']"
T_19,37,ROI_565.png,459665,745,617,0.543,"['haddock', 'tintin']","[0.962, 0.923]","[0.731, 0.662]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['this not good ', ""Ha' Ha'hal Not as bad as all that! Think of all the dead fish there must over the centuries. rubbish. dumped from ships every day. you can co immit suicide if you like. drinking that pig-swill. But for me all along the line! ""]"
T_19,37,ROI_566.png,125037,421,297,0.163,['haddock'],[0.933],[0.812],1,['1'],{0: 'haddock'},['besides. besides. ']
T_19,37,ROI_567.png,125160,420,298,0.164,['haddock'],[0.901],[0.73],1,['1'],{0: 'haddock'},['besides. ']
T_19,37,ROI_568.png,316416,512,618,0.245,"['haddock', 'tintin']","[0.915, 0.891]","[0.933, 0.831]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['Yippee ', 'UNKNOWN']"
T_19,37,ROI_569.png,412206,667,618,0.0,"['tintin', 'haddock', 'snowy']","[0.947, 0.919, 0.7]",[],0,[],{},[]
T_19,37,ROI_570.png,402284,652,617,0.262,"['haddock', 'tintin']","[0.914, 0.874]","[0.959, 0.748]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""a ship! it's true! "", 'a ship. just when you \'ve swallowed that "" liquid manure! Ha"" ha""\'ha! what a scream. ']"
T_19,37,ROI_571.png,327267,527,621,0.135,"['tintin', 'haddock']","[0.95, 0.921]",[0.871],1,[],{0: 'NaN'},"['Ha""\'Ha""\'Ha! this 11 death of me! ']"
T_19,37,ROI_572.png,527000,850,620,0.077,"['haddock', 'tintin']","[0.96, 0.706]","[0.878, 0.775]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""let's hope. hope thiey. spor us! "", 'gold ']"
T_19,37,ROI_573.png,286580,460,623,0.0,"['snowy', 'tintin']","[0.812, 0.779]",[],0,[],{},[]
T_19,37,ROI_574.png,329478,534,617,0.196,[],['NONE'],[0.949],1,[],{0: 'NaN'},"[""Who wasn't going to drink. any sea-water 2. That'll teach. him! ""]"
T_19,37,ROI_575.png,371979,599,621,0.221,"['haddock', 'tintin']","[0.925, 0.845]","[0.958, 0.809]",2,"['1', '2']","{0: 'haddock', 1: 'tintin'}","['me? not on your life!. not a drop glubb! ', 'So you decided to have after all! ']"
T_19,37,ROI_576.png,438426,706,621,0.152,[],['NONE'],"[0.913, 0.853, 0.739]",3,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN'}","['UNKNOWN', 'ohl no see us! she go ', 'UNKNOWN']"
T_19,38,ROI_578.png,438340,707,620,0.37,"['haddock', 'tintin']","[0.958, 0.898]","[0.859, 0.82]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['What now? How can we attract their attention? ', ""Thundering typhoons! He's right! She's getting further away. who's the bath-tub admiral commanding that crew of landlubbers? ""]"
T_19,38,ROI_579.png,271741,439,619,0.297,[],['NONE'],"[0.946, 0.921, 0.858]",3,[],"{0: 'NaN', 1: 'NaN', 2: 'NaN'}","['A mirror? earth for? ', 'here. I ', ""I've an idea! has anyone got a mirror? ""]"
T_19,38,ROI_580.png,429660,693,620,0.211,"['haddock', 'tintin']","[0.967, 0.932]","[0.931, 0.925, 0.727]",3,"['1', '2']","{0: 'haddock', 1: 'tintin', 2: 'NaN'}","[""well done, Tintin' I never thought of it! "", 'No thanks, only the mirror. ', 'you like comb ']"
T_19,38,ROI_581.png,422777,683,619,0.297,"['haddock', 'tintin']","[0.921, 0.908]","[0.773, 0.665]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""Let's hope so! It's our last chance. "", ""Blistering barnacles, go on!. flash. the sunlight straight in their eyes, they'll see us in the end. ""]"
T_19,38,ROI_582.png,353296,568,622,0.1,[],['NONE'],[0.873],1,[],{0: 'NaN'},['Flashing light to starboard. ']
T_19,38,ROI_583.png,365736,588,622,0.211,[],['NONE'],"[0.893, 0.777]",2,[],"{0: 'NaN', 1: 'NaN'}","['yes, il see. Araft. with three. men. ', 'there, sir. Do you see it? ']"
T_19,38,ROI_584.png,316624,514,616,0.37,[],['NONE'],[0.979],1,[],{0: 'NaN'},"[""hello? yes. go ahead what? three shipwrecked sailors? By Lucifer... I.... Wait, I'll come not a I'm coming ""]"
T_19,38,ROI_586.png,287522,466,617,0.252,[],['NONE'],[0.965],1,[],{0: 'NaN'},"[""there. my lord. do you. see the signals they. 're Three of them. dog. ""]"
T_19,38,ROI_587.png,535302,862,621,0.0,[],['NONE'],[],0,[],{},[]
T_19,38,ROI_588.png,328776,532,618,0.407,[],['NONE'],"[0.968, 0.912]",2,[],"{0: 'NaN', 1: 'NaN'}","['shall alter course, sir? ', 'by lucifer! and a third ruffian! . But what about the message Mull Pasha just sent me? ']"
T_19,38,ROI_589.png,363320,586,620,0.477,[],['NONE'],"[0.906, 0.844]",2,[],"{0: 'NaN', 1: 'NaN'}","['but my, lord. marquis. ', ""a waste of time. they 're just some more of those practical jokers who drift across the you know, it's the three all the newspapers they don't need anything. Proceed on your course. ""]"
T_19,38,ROI_590.png,446299,721,619,0.366,[],['NONE'],[0.878],1,[],{0: 'NaN'},['said proceed. Fire and brimstone where should we be if we stopped for all the rag-tag-and-bobtail who put out to sea for fun! proceed And not a word of this to the passengers you understand? ']
T_19,39,ROI_592.png,318680,514,620,0.156,[],['NONE'],"[0.91, 0.725]",2,[],"{0: 'NaN', 1: 'NaN'}","['here what is it? ', 'marquis! ']"
T_19,39,ROI_593.png,373221,601,621,0.249,[],['NONE'],"[0.927, 0.888]",2,[],"{0: 'NaN', 1: 'NaN'}","[""It's true, Marquis. Real castaways! How madly. ' gay "", 'castaways, my dear fel- low! Out there on a raft. ']"
T_19,39,ROI_594.png,449604,724,621,0.324,[],['NONE'],"[0.904, 0.768]",2,[],"{0: 'NaN', 1: 'NaN'}","['oh, how gorgeous! always dreamed of seeing real castaways! ', ""yes, yes, I know. I... I've just given orders for the captain to pick their up. ""]"
T_19,39,ROI_595.png,301096,488,617,0.0,[],['NONE'],[],0,[],{},[]
T_19,39,ROI_596.png,465488,752,619,0.114,['haddock'],[0.873],"[0.92, 0.908, 0.857]",3,['2'],"{0: 'NaN', 1: 'haddock', 2: 'NaN'}","[""They've seen us at last! "", ""They're going about "", 'saved! ']"
T_19,39,ROI_597.png,374463,603,621,0.102,"['haddock', 'snowy']","[0.934, 0.786]",[0.803],1,['1'],{0: 'haddock'},"['saved! oh, what a fif beautiful morning! ']"
T_19,39,ROI_598.png,267778,434,617,0.0,[],['NONE'],[],0,[],{},[]
T_19,39,ROI_599.png,268212,434,618,0.243,['tintin'],[0.798],[0.94],1,['1'],{0: 'tintin'},['That does it. Now this really is the of the ']
T_19,39,ROI_600.png,363972,588,619,0.136,[],['NONE'],[0.817],1,[],{0: 'NaN'},"[""By Lucifer! what's to be done? they. mustn't see me! ""]"
T_19,39,ROI_601.png,228160,368,620,0.407,[],['NONE'],[0.943],1,[],{0: 'NaN'},"[""Hellot Yes. my Lord Marquis. your name's not to be mentioned in front of the castaways. yes, m' Lord. ""]"
T_19,39,ROI_602.png,324162,522,621,0.311,[],['NONE'],[0.977],1,[],{0: 'NaN'},"['In addition, I want you to remove. these men at once. must have no contact with them. ']"
T_19,39,ROI_603.png,439754,707,622,0.143,"['haddock', 'tintin']","[0.839, 0.832]",[0.621],1,['1'],{0: 'haddock'},"[""Thundering typhoons! What a beautiful ship. A multi-millionaire's yacht! ""]"
T_19,39,ROI_604.png,380673,613,621,0.197,[],['NONE'],[0.943],1,[],{0: 'NaN'},"[""And those fools think their troubles are over Hal Hal Hal That's a good joke! ""]"
T_19,40,ROI_606.png,403650,650,621,0.255,[],['NONE'],[0.863],1,[],{0: 'NaN'},"['Thundering typhoons! what a magnificent yacht! whose is she? hey, are they having a carnival on board 2. ']"
T_19,40,ROI_607.png,402350,650,619,0.317,"['tintin', 'haddock']","[0.918, 0.73]",[0.721],1,[],{0: 'NaN'},"['almost A Fancy-dress ball and what a bunch they are I can tell you ; nothing but dukes, duchesses and ail the nobs. ']"
T_19,40,ROI_608.png,337900,545,620,0.255,[],['NONE'],[0.972],1,[],{0: 'NaN'},"[""Per la Madonna! Can you believe it!. It's Tintin, and his friend the deep. sea paddock. ""]"
T_19,40,ROI_609.png,224280,360,623,0.291,[],['NONE'],[0.934],1,[],{0: 'NaN'},['I must go and welcome. them. the children of adventure. ']
T_19,40,ROI_610.png,495285,795,623,0.0,"['tintin', 'haddock']","[0.951, 0.915]",[],0,[],{},[]
T_19,40,ROI_611.png,429247,689,623,0.193,['haddock'],[0.762],"[0.817, 0.731]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","['Signora Castafiore Run for it! What shall we do? hoopi back on theraft? ', 'My dear Tintin! ']"
T_19,40,ROI_612.png,404922,651,622,0.196,"['haddock', 'tintin', 'snowy']","[0.951, 0.908, 0.812]","[0.947, 0.937]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['Delighted to see padlock...ker. harrock. ', 'in roll, Sig. nora castoroili, Harrockin-roll! ']"
T_19,40,ROI_613.png,474154,766,619,0.274,"['haddock', 'snowy']","[0.918, 0.776]","[0.959, 0.701]",2,['1'],"{0: 'snowy', 1: 'NaN'}","[""but my good man, I'm not ill! "", ""I'm so sorry, Signora, but his lordship has given orders. these poor men are completely exhausted And then.... there's the risk of infection, you know. ""]"
T_19,40,ROI_614.png,267408,432,619,0.42,[],['NONE'],"[0.923, 0.658]",2,[],"{0: 'NaN', 1: 'NaN'}","[""yes. m'lord. they were aboard a sam- being taken. to Mecca. "", 'well, Parker, have you questioned them. 2 ']"
T_19,40,ROI_615.png,419228,674,622,0.454,[],['NONE'],"[0.949, 0.809]",2,[],"{0: 'NaN', 1: 'NaN'}","['well done. Thank you ', 'this morning their boat. was machine-gunned and set on fire by aircraft from Khomed. After shoot- ing down one of the planes, they made themselves a raft they then rescued ']"
T_19,40,ROI_616.png,278481,447,623,0.496,[],['NONE'],"[0.878, 0.85]",2,[],"{0: 'NaN', 1: 'NaN'}","['If your lordship will me if think f should mention that signora Caskafiore, who knows the two castaways, welcomed name ', 'diavolo! ']"
T_19,40,ROI_617.png,451572,726,622,0.253,"['tintin', 'haddock']","[0.893, 0.781]","[0.869, 0.684]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['come on Tintin.... Up in the clouds. again. they. "" Tintin! ', ""The Marquis di Gorgonzola's yacht! It's fantastic. I must be dreaming. ""]"
T_19,41,ROI_619.png,317440,512,620,0.423,[],['NONE'],[0.956],1,[],{0: 'NaN'},"['they can\'t stay here on board. But what\'s to be done? ah, I have it! The "" Ramona She\'s in these waters. we must pass ']"
T_19,41,ROI_620.png,354591,571,621,0.428,['tintin'],[0.927],"[0.966, 0.874]",2,[],"{0: 'NaN', 1: 'NaN'}","[""Get dressed quickly You're in luck. We've met a merchant- man bound for Mecca : just Her master has agreed to take "", ""err. 1f What. Good, that's fine. ' ""]"
T_19,41,ROI_621.png,466860,753,620,0.0,[],['NONE'],[],0,[],{},[]
T_19,41,ROI_622.png,573504,928,618,0.0,[],['NONE'],[],0,[],{},[]
T_19,41,ROI_623.png,249672,404,618,0.305,[],['NONE'],[0.943],1,[],{0: 'NaN'},"[""so that's that and now, my fine friends, wish you a pleasant il journey. Haiha'ha ha! ""]"
T_19,41,ROI_624.png,316089,509,621,0.139,['haddock'],[0.839],[0.911],1,['1'],{0: 'haddock'},"['ah, this is the place for me back aboard a good old freighter. ']"
T_19,41,ROI_625.png,473239,767,617,0.258,"['tintin', 'haddock']","[0.888, 0.858]",[0.73],1,[],{0: 'NaN'},"[""There, you two these are your quarters. your pal's going elsewhere. will be down to see you soon : he'll bring you your whisky himself! ""]"
T_19,41,ROI_626.png,344903,559,617,0.145,['haddock'],[0.96],[0.896],1,['1'],{0: 'haddock'},"['Hi, you lubberly scum. not so fast What do you mean? ']"
T_19,41,ROI_627.png,314053,509,617,0.254,"['haddock', 'tintin']","[0.964, 0.897]",[0.97],1,['1'],{0: 'haddock'},"[""This is too much! He's locked us in porcupine! ""]"
T_19,41,ROI_628.png,251526,407,618,0.253,"['haddock', 'tintin']","[0.9, 0.836]",[0.942],1,['1'],{0: 'haddock'},"['open. up thunder- ing typhoons, open up! savages. ']"
T_19,41,ROI_629.png,285978,462,619,0.0,['haddock'],[0.945],[],0,[],{},[]
T_19,41,ROI_630.png,603064,968,623,0.115,"['haddock', 'tintin']","[0.959, 0.861]","[0.983, 0.865, 0.788]",3,"['1', '3']","{0: 'haddock', 1: 'NaN', 2: 'tintin'}","['allan! ', ""well, well, you old drunkard so you're kicking up a row already? "", 'UNKNOWN']"
T_19,42,ROI_633.png,375100,605,620,0.307,['haddock'],[0.923],"[0.901, 0.79]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""allan! What's going on? how. have we "", 'This is a happy reunion. eh old bottle. boost. We must have a drink on its ']"
T_19,42,ROI_634.png,377590,610,619,0.565,"['haddock', 'tintin']","[0.892, 0.89]","[0.92, 0.731]",2,['1'],"{0: 'tintin', 1: 'NaN'}","['very. And may we inquire what you plan to do with us? ', ""ended up here? Quite simple : command one of di Gorgonzola's freighters. Yesterday if sig- nal ordering me to alter course so this morning we met the 11 as if by accident. Neatly done. ehr? ""]"
T_19,42,ROI_635.png,385637,623,619,0.168,"['haddock', 'tintin']","[0.883, 0.765]",[0.82],1,['1'],{0: 'haddock'},"[""Wadesdah! But that's murder! Sheik Bab El Ehr has put a price on our heads ""]"
T_19,42,ROI_636.png,396731,643,617,0.145,['haddock'],[0.745],"[0.928, 0.627]",2,['1'],"{0: 'haddock', 1: 'NaN'}","[""Not on your life! and you ' at mecca, or else! "", '0 0 ']"
T_19,42,ROI_637.png,369564,598,618,0.441,[],['NONE'],[0.865],1,[],{0: 'NaN'},"[""Orelse what? Hal Hall hat I advise you to behave yourselves. Don't forget we're in the Red Sea. and there's no shortage of sharks. you get me? chap. I'll leave this ""]"
T_19,42,ROI_638.png,368305,595,619,0.369,"['haddock', 'tintin']","[0.893, 0.84]",[0.908],1,[],{0: 'NaN'},"[""Bye for now Wedock the day. after tomorrow. So you've plenty of time to solve one in portant question. do you sleep with your beard under or over the sheet 2 ""]"
T_19,42,ROI_639.png,277931,449,619,0.262,['snowy'],[0.739],"[0.915, 0.856]",2,['2'],"{0: 'NaN', 1: 'snowy'}","[""yes, herwon't sleep a wink tonight "", ""Hal hal hat That's a good one! His beard! ""]"
T_19,42,ROI_640.png,161320,545,296,0.194,['haddock'],[0.88],[0.683],1,['1'],{0: 'haddock'},"['over?. no, not that way ']"
T_19,42,ROI_641.png,224016,359,624,0.0,['haddock'],[0.874],[],0,[],{},[]
T_19,42,ROI_642.png,302880,480,631,0.161,['haddock'],[0.926],"[0.891, 0.79]",2,['1'],"{0: 'haddock', 1: 'NaN'}","['always. a drunkard! ', 'stay Once a drunkard. ']"
T_19,42,ROI_643.png,163382,541,302,0.318,['haddock'],[0.874],[0.726],1,['1'],{0: 'haddock'},['under? Blistering barnacles. Not that way either! ']
T_19,42,ROI_644.png,306152,497,616,0.157,['haddock'],[0.941],"[0.842, 0.657]",2,"['1', '2']","{0: 'haddock', 1: 'haddock'}","['well, why not? ', 'go on!. little sip.... ']"
T_19,42,ROI_645.png,160300,700,229,0.0,[],['NONE'],[],0,[],{},[]
T_19,42,ROI_646.png,405573,651,623,0.0,"['haddock', 'haddock']","[0.935, 0.722]",[],0,[],{},[]
T_19,42,ROI_647.png,143541,389,369,0.0,['haddock'],[0.955],[],0,[],{},[]
T_19,42,ROI_648.png,109520,296,370,0.0,[],['NONE'],[],0,[],{},[]
T_19,43,ROI_650.png,106326,358,297,0.209,['haddock'],[0.874],[0.669],1,[],{0: 'NaN'},['over? ']
T_19,43,ROI_651.png,361646,589,614,0.149,"['haddock', 'tintin']","[0.937, 0.894]",[0.903],1,['1'],{0: 'haddock'},"[""To Beelzebub with the bed- clothes. I'm too hot anyway! ""]"
T_19,43,ROI_652.png,115736,391,296,0.278,['haddock'],[0.856],[0.876],1,['1'],{0: 'haddock'},"[""there That's ""]"
T_19,43,ROI_653.png,289949,473,613,0.073,['haddock'],[0.937],[0.935],1,['1'],{0: 'haddock'},"[""There. I'm dream- ing already! ""]"
T_19,43,ROI_654.png,106684,358,298,0.158,['haddock'],[0.914],[0.732],1,['1'],{0: 'haddock'},['under 3 ']
T_19,43,ROI_655.png,115830,390,297,0.276,['haddock'],[0.819],[0.852],1,['1'],{0: 'haddock'},['Now for some sleep at last. ']
T_19,43,ROI_656.png,195888,318,616,0.343,['haddock'],[0.961],[0.927],1,['1'],{0: 'haddock'},"[""hey, this is no dream!. those. shouts... that stampeding.... The that's real enough!. ""]"
T_19,43,ROI_657.png,291224,472,617,0.074,"['haddock', 'tintin']","[0.952, 0.821]",[0.73],1,['1'],{0: 'haddock'},"['show a leg, there ']"
T_19,43,ROI_658.png,315904,512,617,0.0,"['haddock', 'tintin']","[0.947, 0.847]",[],0,[],{},[]
T_19,43,ROI_659.png,316521,513,617,0.591,['tintin'],[0.907],"[0.846, 0.774, 0.668]",3,"['1', '2', '3']","{0: 'tintin', 1: 'tintin', 2: 'tintin'}","[""Where'd you think I came from? mars? Blistering barnacles. up blunch of rats are oning aband ship! "", 'sp zig exp qt ', 'did. did you fall out of your bunk? ']"
T_19,43,ROI_660.png,269990,406,665,0.362,['haddock'],[0.835],"[0.956, 0.812]",2,['2'],"{0: 'NaN', 1: 'haddock'}","['captain, this sea-chest. door. ', 'open up, thundering typhoons. open up before I get violent ']"
T_19,43,ROI_661.png,260015,391,665,0.0,[],['NONE'],[],0,[],{},[]
T_19,43,ROI_662.png,286184,431,664,0.0,"['haddock', 'tintin']","[0.938, 0.912]",[],0,[],{},[]
T_19,43,ROI_663.png,392535,585,671,0.061,['haddock'],[0.785],[0.938],1,[],{0: 'NaN'},"[""quick, let's what's see happening. ""]"
T_19,43,ROI_664.png,266086,466,571,0.097,['haddock'],[0.948],[0.686],1,[],{0: 'NaN'},"['hurry, Captain, hurry! ']"
T_19,43,ROI_665.png,328900,575,572,0.101,"['tintin', 'haddock']","[0.793, 0.77]",[0.936],1,[],{0: 'NaN'},['Thundering typhoons! ']
T_19,43,ROI_666.png,450519,789,571,0.121,[],['NONE'],[0.916],1,[],{0: 'NaN'},"[""Keep it up, boys! Row hard! She'll blow up any ""]"
T_19,44,ROI_668.png,339416,551,616,0.315,['tintin'],[0.862],[0.962],1,[],{0: 'NaN'},['wreckers. fili- busters picaroons. leav- with the lot of you! us in the lunch on a doomed ship! To Davy Jones ']
T_19,44,ROI_669.png,368984,599,616,0.276,"['tintin', 'haddock', 'snowy']","[0.928, 0.866, 0.786]","[0.957, 0.776]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","['We obviously have a vocation. for shipwrecks! ', ""follow me. We'll probably find araft up. for hard. ""]"
T_19,44,ROI_670.png,419496,681,616,0.199,['tintin'],[0.784],"[0.937, 0.936, 0.81]",3,['3'],"{0: 'NaN', 1: 'NaN', 2: 'tintin'}","['hey! helpi helf ', ""There's someone in the hold! what the.... 2 "", 'effendi effendi ']"
T_19,44,ROI_671.png,369000,600,615,0.087,"['tintin', 'snowy', 'haddock']","[0.892, 0.812, 0.758]",[0.638],1,['1'],{0: 'haddock'},"['Who are you, below there? ']"
T_19,44,ROI_672.png,222376,361,616,0.303,[],['NONE'],[0.942],1,[],{0: 'NaN'},['we good black men. out. no can we afraid ']
T_19,44,ROI_673.png,258104,419,616,0.461,"['haddock', 'tintin']","[0.95, 0.932]","[0.943, 0.933]",2,"['1', '2']","{0: 'tintin', 1: 'haddock'}","[""negroes. ll A lot of them.too, I'd say.... Whatshall we do. captain? We can't just abandon them. "", ""You're right. come on ""]"
T_19,44,ROI_674.png,267960,435,616,0.25,"['tintin', 'haddock']","[0.913, 0.859]",[0.935],1,['1'],{0: 'haddock'},"[""we'll try. and put out the blaze. tinate I just can't make it out ""]"
T_19,44,ROI_675.png,373257,603,619,0.185,[],['NONE'],[0.931],1,[],{0: 'NaN'},"[""Eighteen tons of high explosive and ammunition : it'll make a pretty fireworks display! ""]"
T_19,44,ROI_676.png,310738,502,619,0.18,['haddock'],[0.948],[0.944],1,['1'],{0: 'haddock'},"[""That's it! The hose is connected. now. then, let's open the valve. ""]"
T_19,44,ROI_677.png,450013,727,619,0.0,['snowy'],[0.795],[],0,[],{},[]
T_19,44,ROI_678.png,313720,506,620,0.115,[],['NONE'],[0.933],1,[],{0: 'NaN'},"[""blub. I blub. I've got it, blubi ""]"
T_19,44,ROI_679.png,350973,567,619,0.238,"['tintin', 'haddock']","[0.931, 0.818]",[0.968],1,['1'],{0: 'haddock'},"[""thanks. that's it. 1'11 tackle the fire. you go over to port and get another hoise into action. ""]"
T_19,44,ROI_680.png,466726,754,619,0.0,['haddock'],[0.931],[],0,[],{},[]
T_19,45,ROI_682.png,229278,371,618,0.133,['tintin'],[0.734],[0.927],1,['1'],{0: 'tintin'},['let. s hope this will do this job! ']
T_19,45,ROI_683.png,278967,933,299,0.0,[],['NONE'],[],0,[],{},[]
